ftst_tckr_no,topc_id,kor_item_name,item_eng_dtl_name,bzns_otln_dtl_text,myd_excg_no,oppr_tot_amt
053080-KR,CP0000020872,원방테크,"Wonbang Tech Co., Ltd.","동사의 사업부문은 산업용 클린룸, 바이오 클린룸, 드라이룸, HVAC&UTILITY로 나뉨. 매출의 경우 초기 기술 자문, 설계, 시공, 감리, 기자재 구매 및 검사, 시운전 및 운영지도, 기류해석 및 개선 등의 토탈솔루션을 통해 창출됨. 삼성전자 및 SK하이닉스 등 국내외 주요 반도체 생산업체 및 휴대전화, 2차전지 업체 등에 서비스 제공. 한편 교량 전문 업체 삼현에이치 인수하여 교량거더산업에도 진출.",KRX,144210
051905-KR,CP0000033810,LG생활건강우,LG Household & Health Care Ltd Pfd Registered Shs Non-Voting,"LG Household & Health Care Ltd. engages in the production and sale of household goods and cosmetic products. It operates through following divisions Beauty, Health and Refreshment businesses. The Beauty business division provides anti-aging cosmetic products. The Health division markets healthcare, skincare and household products. The Refreshment division provides soda, juice, energy drinks and other beverages. The company was founded on April 3, 2001 and is headquartered in Seoul, South Korea.",KRX,12081100
183190-KR,CP0000003780,아세아시멘트,"ASIA CEMENT Co., Ltd.","동사는 2013년 10월 1일에 인적분할을 통하여 시멘트의 제조, 판매 등을 주 영업목적으로 설립됨. 시멘트 제조에 필수적인 석회석을 향후 140여년 이상 채광할 수 있는 풍부한 매장량과 양질의 석회석 광산을 보유하고 있으며, 초고층 건물에 적합한 고유동 시멘트의 생산으로 기술과 품질 우위에 있음. 산학연대를 통한 제품개발을 통해 시멘트 업계에서 기술우위를 바탕으로 한 선도기업으로 역할을 하고 있음.",KRX,414762
052400-KR,CP0000003283,코나아이,"KONA I CO., LTD.","동사는 스마트카드 관련 Total Solution 및 카드 결제 플랫폼을 제공하는 업체로서 스마트카드의 핵심기술인 자바 오픈 플랫폼 기반의 IC Chip OS인 COS를 자체 개발, 제조 및 판매함. 신성장 동력으로 EMV(IC카드 국제기술 표준)기반 세계 최초 개방형 충전식 모바일 결제 플랫폼 '코나카드'를 출시함. 결제 플랫폼과 솔루션 사업과 지역화폐 사업인 B2G 사업을 운영중임.",KRX,242667
216050-KR,CP0000003644,인크로스,"Incross Co.,Ltd.","디지털광고 전문기업으로 광고주와 광고대행사를 대신해 매체전략을 수립하고 광고를 집행하는 미디어렙과 국내 최초의 동영상광고 네트워크 플랫폼인 다윈을 주력으로 영위함. SK텔레콤의 AI 기술과 문자메시지, 커머스를 결합한 '티딜(T deal)'의 운영대행사업도 함께 수행하고 있음. 2017년 통합 모바일앱 마켓인 원스토어 운영을 대행하는 사업을 물적분할함. 2019년 최대주주가 NHN에서 SK텔레콤으로 변경됨.",KRX,176614
084690-KR,CP0000003853,대상홀딩스,"Daesang Holdings Co., Ltd","2005년 대상㈜로부터 인적 분할하여 설립되었으며 사업부문은 대상㈜에 존속시키고, 투자부문만 분리한 순수지주회사임. 현재 7개의 자회사를 편입. 동사는 자회사의 자금 및 업무 지원, 컨설팅, 연구 및 기술개발과 경영정보의 제공, 경영상담업 등으로 정하고 있음. 그룹차원의 정책 및 전략을 개발하여 자회사간의 시너지효과와 경영효율을 극대화하는데 주력함으로써 수익성을 강화하기 위해 노력 중임.",KRX,298493
007460-KR,CP0000003854,에이프로젠케이아이씨,Aprogen Medicines,"동사는 Hardfacing  ,철강판매사업,연결 종속회사인 에이프로젠제약의 의약품사업, 에이프로젠헬스케어앤게임즈의 게임사업을 영위. 또한 2021.06.01 일자로 동사로부터 물적분할된  연결종속회사인 에이프로젠아이앤)의 단열공사사업(Nukon System(원자력발전소 특수보온) 포함)을 영위함. 신사업을 위한 바이오의약품사업본부(바이오시밀러 글로벌 유통업 포함)도 사업 부문으로 보유.",KRX,364391
036630-KR,CP0000003568,세종텔레콤,Sejong Telecom Inc.,"동사는 기간통신사업자로 유무선전화 등 종합통신서비스 및 전기공사업을 영위함. 신규사업으로는 2019년 인수한 비브릭을 통해 블록체인 관련 투자사업과 동년 인수한 세종큐비즈를 통해 중고휴대폰 유통사업을 각각 하고 있음. 2021년 3월 양방향 디지털 방송 T커머스 플랫폼 개발, 공급 서비스를 시작했고 2021년 12월에는 소프트웨어 개발, 공급업체 프로라타아트 지분 95.97%를 취득해 서비스를 개시함.",KRX,230049
005965-KR,CP0000033778,동부건설우,Dongbu Corporation Pfd  Non-Voting,"Dongbu Corp. engages in the provision of engineering, construction, and procurement services. Its major businesses include Plants, Civil Infrastructure, Buildings, Housings, Real Estate Development, and Engineering. The Plants business provides power energy, steel, environment, and petrochemical projects. The Civil Infrastructure includes roads, bridges, tunnels, rail system, ports, dams, water supply, and sewage treatment. Its Buildings business includes medical facilities, public and commercial buildings, sports facilities, leisure, and culture facilities. The Housing business covers condominium complex, and mixed-used development. Its Real Estate Development has country clubs, resorts, provides mixed-used development, and shopping malls. Its Engineering business includes road projects, civil infrastructure, geotechnical engineering, rail systems, water resources, land development, environmental projects, water supply, and waste water treatment, transportation, landscape architecture, construction supervision, and geographic information system. The company was founded on January 24, 1969 and is headquartered in Seoul, South Korea.",KRX,243656
032300-KR,CP0000003636,한국파마,"KOREA PHARMA Co., Ltd.","동사는 1974년 9월 3일 민생제약사를 인수하였고, 1985년 12월 24일 한국파마 법인으로 전환하였음. 자체 R&D 개발을 통해 정신신경계, 순환기계, 소화기계, 항생항균 등 제조에 강점이 있으며 내분비, 호흡기, 소염제, 당뇨병 등 다양한 질환군의 기타 처방 의약품을 제조 및 판매함. 동사는 EU / cGMP(current Good Manufacturing Practice) 수준의 생산시설을 구축하였음.",KRX,382825
195870-KR,CP0000003364,해성디에스,"HAESUNG DS Co., Ltd.","동사는 반도체용 Package Substrate와 리드 프레임을 생산 및 판매하는 부품/소재 전문 회사임. 주요 제품은 FBGA, FC-FBGA, IC, LED, QFN, LOC, QFP, 그래핀, 티온밴드 등으로 PC, Sever 등 메모리 반도체 패키징 재료 또는 모바일 기기 및 자동차 반도체 패키징 재료가 됨. 매출구성은 리드프레임 69%, Package Substrate  30% 등으로 이루어져 있음.",KRX,958800
263720-KR,CP0000003532,디앤씨미디어,"D&C MEDIA CO.,LTD.","2012년 설립된 동사는 작가 경쟁력과 자체 편집부를 통해 웹소설과 웹툰 콘텐츠를 제작하고, 이를 출판, 유통하는 사업을 주력으로 영위함. 콘텐츠를 전자책으로 변환하여 다수 플랫폼에 제공하여 모바일과 PC로도 서비스함. 중국, 일본, 동남아, 북미 시장에서도 서비스하고 있음. 2020년 웹툰 사업부문을 물적분할하여 디앤씨웹툰비즈를 설립함. 웹툰 제작 및 출판업체 더앤트 주식 4800주를 160억원에 추가 취득함(지분율 84%).",KRX,270665
104830-KR,CP0000003570,원익머트리얼즈,"Wonik Materials Co., Ltd","동사는 고순도 특수가스를 생산하고 있음. 글로벌 Major 반도체 및 디스플레이 회사에 납품하고 있으며, 반도체의 메모리(DRAM, NAND), 비메모리, 디스플레이의 OLED, LCD를 생산하는 과정에서의 소재로 사용되고 있음. 동사의 종속회사는 연구 및 해외영업을 목적으로한 미국법인(WMNA) 1개사와 국내법인과 동일한 사업목적의 중국법인(신원익, 위남원익) 2개사가 있음.",KRX,391478
100790-KR,CP0000003574,미래에셋벤처투자,"Mirae Asset Venture Investment Co., Ltd.","동사는 소기업창업투자회사로서 중소기업창업투자조합 등 조합 결성을 통한 창업자 및 중소벤처기업 투자를 주력 사업으로 영위하고 있는 벤처캐피탈(Venture Capital, VC)임. 동사는 설립 이래 총 47개의 VC투자조합(VCF) 및 6개의 경영참여형 사모집합투자기구(PEF)에 약16,713억원(VCF 11,410억원 / PEF 5,303억원)의 재원을 누적 결성함. 지속 가능한 '투자-회수-재투자'로 이어지는 선순환구조 달성.",KRX,300326
061040-KR,CP0000004709,알에프텍,"RFTech Co., Ltd.","1995년 설립되어 현재 IT사업(모바일 기기의 부가장치 제조 및 판매)과 LED사업(LED 조명기기 제조 및 판매)을 영위하고 있음. IT사업은 모바일 기기 부가제품을 연구개발, 생산, 판매하는 기업으로 동사의 기술적 우위 및 해외 현지화 전략을 통해 모바일기기 부가제품을 삼성전자에 ODM 방식으로 공급. 신성장동력으로 히알루론산 필러와 보툴리눔 독소를 활용한 바이오 의약품 등을 연구개발, 제조하고 있음.",KRX,171811
086820-KR,CP0000004710,바이오솔루션,"Bio Solution Co., Ltd.","동사는 2000년에 설립된 세포치료제 개발업체로 2018년 코스닥시장에 기술특례 상장함. 2016년 사명을 바이오솔루션으로 변경함. 세포치료제(화상치료제), 인체 줄기세포유래물질 및 펩타이드(화장품), 인체조직모델 분야의 사업을 영위중임. 주요 제품으로 관절 치료제인 카티라이프, 카티로이드가 있으며, 피부치료제인 케라힐, 케라힐-알로, 동물시험대체로서의 인체조직모델, 대체시험서비스, 화장품원료인 스템수, 엑소좀 등이 있음.",KRX,121558
002170-KR,CP0000004711,삼양통상,"SAMYANG TONGSANG Co., Ltd.","동사는 원피를 수입, 가공해 피혁원단을 생산한 뒤 국내외에 판매하는 것을 주요 사업으로 함. 가죽 사업 부문이 전체 매출의 98.6%를 차지함. 부수적으로 연결회사를 통해 서울, 경기와 부산 등에서 부동산임대업을 영위함. 임대 사업은 매출의 1.35%를 차지함. 신발용 가죽이 주력 제품이며 실적 개선을 위해 자동차 시트용 가죽, 가구용 가죽 등 고부가가치 제품 비율을 늘리기 위한 시도를 하고 있음.",KRX,151874
210540-KR,CP0000004712,디와이파워,DY POWER Corporation,"2014년 (구)동양기전주식회사 유압기기사업부에서 인적분할을 통해 설립되었으며, 2015년 한국거래소 유가증권시장에 주식을 상장함. 주요사업은 건설기계장비에 적용되는 유압실린더에 대한 제조 및 판매업으로 주요 거래처는 두산인프라코어, 현대중공업 등이 있음. 유압기기는 3월~6월 성수기, 7월~9월은 비수기로 볼 수 있으며 10월~12월은 대규모 국책사업이 완료되는 등의 요인으로 상반기보다 상대적으로 감소.",KRX,130775
002870-KR,CP0000020861,신풍제지,"Shinpoong Paper Mfg Co., Ltd.","동사는 지류 유통 판매업을 주된 사업으로 영위하고 있으며, 연결 종속회사(이하 연결실체)는 에스피모터스(수입자동차 판매), 꿈의실현1331(학원업) 총 2개사로 구성되어 있음. 2022년 3월말 기준 매출액 100.0%가 국내(내수) 시장에 판매되었으며 국내시장에 대한 판매는 직영 영업으로 이루어짐. 2019년 12월 말 부로 평택공장에서 조업을 중단함에 따라 2020년 1월부터 유통업으로 업종을 변경하였음.",KRX,50702.7
009835-KR,CP0000033793,한화솔루션우,HANWHA SOLUTIONS CORPORATION Pfd Registered Shs Non-Voting,"HANWHA SOLUTIONS CORP. engages in the manufacture of chemical products. It operates through following businesses: Polyethylene, Polyvinyl Chloride, Chlor-Alkali, Solar Enegy, Biopharmaceuticals, Battery Materials and Nanotechnology. The Polyethylene business area provides low density polyethylene, linear low density polyethylene, high density polyethylene, wire and cable. The Polyvinyl Chloride includes straight resin, paste resin, plasticizer, oxo alcohol, phthalic and maleic anhydride. The Chlor Alkali business area has caustic soda, chlorine, ethylene dichloride, vinyl chloride monomer, epichlorohydrin, hydrochloric acid and sodium hydrochlorite. The Solar Energy business produces polysilicon. The Biopharmaceuticals biosimilar generic drug. The Battery Materials business area includes lithium iron phosphate used in lithium ion secondary batteries. The Nanotechnology business area produces carbon nano tube. The company was founded on August 25, 1965 and is headquartered in Seoul, South Korea.",KRX,6612530
005387-KR,CP0000033772,현대차2우B,Hyundai Motor Co Ltd Pfd. Shs 2,"Hyundai Motor Co., Ltd. engages in the manufacture and distribution of motor vehicles and parts. It operates through the following business areas: Vehicle, Financial and Others. The Vehicle division offers motor vehicles. The Financial division provides financing, leasing and credit cards. The Other division includes manufacture of railways. The company was founded on December 29, 1967 and is headquartered in Seoul, South Korea.",KRX,50531600
002270-KR,CP0000003787,롯데푸드,"Lotte Food Co., Ltd.","동사는 최초의 대량 생산 아이스크림인 삼강하드를 필두로 하여 쮸쮸바ㆍ아맛나ㆍ돼지바ㆍ구구 제품ㆍ헤즐럿카페ㆍ거북이ㆍ거북알ㆍ국화빵과 아이스크림 등 수많은 히트제품을 만들어 내면서 국내 빙과시장을 주도. 국내 최초로 마아가린 생산 및 쵸코오일 개발 등 국내 유지 시장에서 선도적 역할을 해오고 있음. 유지, 빙과 등 주력사업 및 HMR 사업을 확장, 2013년 롯데햄과 한 식구가 되면서 종합식품기업으로서의 면모를 갖춤.",KRX,306957
156100-KR,CP0000003369,엘앤케이바이오메드,"L&K BIOMED Co., Ltd.","동사는 2008년 12월 22일 척추 임플란트 개발, 제조 및 판매를 목적으로 설립되었음. 주로 정형외과와 신경외과에서 사용되는 척추고정장치 및 척추 수술용 제품의 설계, 개발, 제조 및 판매를 주요 사업목적으로 하며, 신규 사업으로 인공무릎관절 사업 등을 영위하고 있음. 일반적인 척추수술과 관련된 모든 제품라인업을 갖추고 있으며, 동 제품에 대한 연구개발 단계부터 납품단계까지 수직계열화를 구축함.",KRX,160712
036930-KR,CP0000003370,주성엔지니어링,"Jusung Engineering Co., Ltd","동사는 1993년 4월 13일에 설립되어 1999년 12월 22일에 코스닥에 상장 됨. 동사는 종속회사를 통해 관련장비의 해외판매 및 서비스 업무 등을 수행하며, 다수 공정 중에서도 증착공정에 필요한 장비를 제조하여 고객사에 주 납품하고 있음. 동사의 반도체 전공정 장비인 ALD의 경우 2020년 기준 세계 시장 점유율은 약 11%, 대형 디스플레이 Oxide TFT 장비(8G~10.5G)의 경우 약 42%이상임.",KRX,791287
006125-KR,CP0000033779,SK디스커버리우,SK Discovery Co.Ltd. Pfd Registered Shs,"SK Discovery Co. Ltd. operates as an investment holding company which invests mainly in chemicals, pharmaceuticals, energy projects and real estate. The company was founded on July 1, 1969 and is headquartered in Seongnam-si, South Korea.",KRX,706410
101930-KR,CP0000021652,인화정공,"Inhwa Precision Co., Ltd","동사는 1999년 1월 8일에 인화정공주식회사로 설립되었으며 2010년 10월 22일 코스닥시장에 상장함. 제조업을 주업으로 하는 회사로서 선박엔진부품과 자동차부품, 금속성형기계, 금속구조재등을 생산하는 사업을 영위하고 있음. 2012년 11월말 금속성형기계 제작사업을 인수하여 영흥철강, DSR, DSR제강, 피스 등 국내 유명 선재회사와 밀접한 협력관계를 유지하고 있음.",KRX,126911
054540-KR,CP0000021653,삼영엠텍,"Samyoung M-Tek Co., Ltd.","동사는 1997년 1월 29일 삼영소재산업으로 설립되었으며 2001년 코스닥시장에 상장함. 지배회사인 동사는 플랜트 기자재 및 선박엔진 구조재 등 산업에 필요한 철강소재와 구조물 구조재 등 교량건설에 필요한 교좌장치를 생산 및 판매함. 연결대상 종속회사에 포함한 회사들이 영위하는 사업으로는 철강소재 생산 및 판매(대련삼영두산금속제품유한공사), 농업(삼영영농)이 있음.",KRX,63561.2
023450-KR,CP0000021668,동남합성,"Dongnam Chemical Co., Ltd.","동사는 1965년 10월 1일에 설립되었으며 1996년 12월 24일자로 유가증권시장에 상장됨. 동사는 계면활성제를 제조, 판매하는 회사로 세제, 섬유, 제지, 금속, 농약, 페인트, 피혁 등 전 산업에 걸쳐서 사용되고 있음. 계면활성제공업은 정밀화학공업 분야로 다품종 소량생산의 제조 형태를 띠고 있으며, 응용분야가 다양하여 전 산업분야에 미치는 영향이 큰 기술 집약적 산업임.",KRX,207936
134380-KR,CP0000021669,미원화학,"Miwon Chemicals Co., Ltd","동사는 2011년 1월 1일 미원상사에서 인적분할되어 설립된 기업임. 동사는 각종 기능성 화학제품인 고무가황, PCB, 도금약품 등에 사용되는 유황 관련 제품, 세제원료인 설폰산, 알코올설페이트 제품, 에탄올아민 등 각종 화학상품류를 생산, 판매하고 있음. 국내시장에서 계면활성제 중 설폰산은 20%, 분황및황산 중 분말유황은 60%, 정제황산은 70%의 시장점유율을 차지하고 있는 것으로 추정됨.",KRX,135649
010145-KR,CP0000033794,삼성중공우,"Samsung Heavy Industries Co., Ltd Pfd Registered Shs Non-Voting","Samsung Heavy Industries Co., Ltd. engages in the production and sale of vessels, plant, and power systems. It operates through the following business areas: Shipbuilding, Engineering and Construction, Power and Control Systems, and Wind Energy. The Shipbuilding business provides tanker, container, passenger and drill ships, crude oil production and storage facility, fixed platform, and other shipbuilding products. The Engineering and Construction business offers architecture and development works, housing, civil works, and plants. The Power and Control Systems business include digital vessel, and home and building systems. The Wind Energy business provides wind power generators. The company was founded on August 5, 1974 and is headquartered in Seongnam, South Korea.",KRX,4629700
011785-KR,CP0000033797,금호석유우,KUMHO PETRO CHEMICAL CO LTD Pfd Registered Shs Non-Voting,"Kumho Petrochemical Co., Ltd. engages in the manufacture of petrochemical and synthetic resin products. Its products include synthetic rubbers, synthetic resins, specialty chemicals, electronic and building materials. The company was founded on December 10, 1976 and is headquartered in Seoul, South Korea.",KRX,3554790
068330-KR,CP0000004716,일신바이오베이스,"ilShinbiobase Co., Ltd.","동사는 1994년에 설립되었으며, 각종 이화학기기의 제조, 판매를 주요 사업으로 영위하고 있음. 동결건조기, 초저온 냉동장치와 관련된 특허 및 실용신안등록을 소유하고 있고, 2007년 코스닥시장에 상장함. 동사는 기술우위를 바탕으로 다수의 기술인증을 보유하고 있으며, 동사의 초저온냉동고, 동결건조기는 세계일류상품으로 선정된  바 있음. 투자회사인 아이에스씨는 동사 제품 전반의 해외영업 및 해외 마케팅을 전담하고 있음.",KRX,147031
002320-KR,CP0000003295,한진,"Hanjin Transportation Co., Ltd","물류 사업, B2B/B2C 택배사업, 국제특송 및 해외주선업 등을 주요 사업으로 영위하고 있음. 해외 12개 국가에 네트워크를 구축하고 포워딩, 국제특송, Project/Commercial Cargo의 국제운송 서비스를 통해 Global Smart Logistics Solution을 제공함. 매출구성은 택배사업 45.11%, 물류사업 40.62%, 글로벌사업 18.09% 등으로 이루어져 있음.",KRX,409478
145990-KR,CP0000003296,삼양사,Samyang Corporation,"동사는 2011년 삼양홀딩스로부터 인적 분할되어 설립되었으며, 사업부문은 크게 식품부문과 화학부문으로 구성. 식품부문의 주요 제품으로는 설탕, 밀가루, 유지, 전분당 등이 있으며, 화학부문의 주요 제품으로는 엔지니어링 플라스틱, PET병 용기, 터치패널용 소재 등이 있음. 급변하는 외부상황에 따른 불확실성, 협상타결 여부, 당사자간 약정 준수 등 여러 변수에 따라 사업화 대상과 시기가 가변적일 수 있음.",KRX,416008
005070-KR,CP0000003294,코스모신소재,"Cosmo AM&T Co., Ltd.","동사는 1967년 설립되어 기능성필름(이형필름, 점착필름, 인슐레이션필름)과 2차전지용 양극활물질, 토너, 토너용 자성체 등을 제조 판매하는 사업을 영위하고 있음. 2010년에 GS그룹에 인수되어 법률상 GS그룹에 속한 계열회사이었으나, 독점규제 및 공정거래에 관한 법률시행령 제3조의2 제1항에 의거 2015년 7월 22일자로 상호출자제한기업집단 `GS`에서 분리됨. 삼성전기, 삼성SDI 등의 메이저브랜드들이 최대 매출처임.",KRX,1608550
005389-KR,CP0000033773,현대차3우B,Hyundai Motor Co Ltd Pfd. Shs 3,"Hyundai Motor Co., Ltd. engages in the manufacture and distribution of motor vehicles and parts. It operates through the following business areas: Vehicle, Financial and Others. The Vehicle division offers motor vehicles. The Financial division provides financing, leasing and credit cards. The Other division includes manufacture of railways. The company was founded on December 29, 1967 and is headquartered in Seoul, South Korea.",KRX,50531600
033290-KR,CP0000003371,코웰패션,"COWELL FASHION Co., Ltd.","동사와 종속회사 사업은 전자, 패션, 운송으로 분류됨. 전자사업부의 주요 제품은 콘덴서로, 콘덴서 매출이 전자사업부 매출의 96.6%를 차지함. 패션사업부는 주요 제품인 내의, 의류와 더불어 잡화, 화장품 상품을 유통하고 있음. 운송사업부는 소형화물운송을 주업으로 택배 집하하여 배송하는 서비스를 영위함. 영성필코유한공사, 씨에프시, 씨에프리테일, 엘엔피브랜드 등을 연결대상 종속회사로 보유함.",KRX,558662
048910-KR,CP0000003372,대원미디어,"Daiwon Media Co., Ltd.","동사는 만화 및 애니메이션 콘텐츠와 관련한 종합 엔터테인먼트 사업을 영위함. '유희왕 트레이딩 카드게임'을 제작하여 2004년 부터 국내 TCG사업을 선도하고 있으며, 게임 유통부문은 닌텐도 Wii, 닌텐도 3DS 등 다양한 닌텐도 게임기와 SW를 국내 유통 중임. 대원방송은 국내에서 가장 많은 프로그램을 보유한 애니메이션 채널인 '애니원'과 '애니박스'를 통해 청소년 및 성인층을 위한 애니메이션을 제공하고 있음.",KRX,176432
049070-KR,CP0000003452,인탑스,"Intops Co., Ltd","1981년 6월 설립되어 IT디바이스, 자동차 부품 제조, 프린트 ASS`Y 제조, 가전제품 ASS`Y 제조 등의 사업을 영위하고 있음. 자동차 부품 부문은 2016년 7월 신규 인수한 미래 법인과 국내 구미사업장에서 사업을 영위하고 있으며 구미사업장 및 인탑스 천진법인에서 자동차 부품을 생산하고 있음. 삼성전자에 가전제품 내/외장재 부품을 공급하고 있으며 주요 제조 품목은 냉장고, 세탁기 등 가전제품의 케이스임.",KRX,516630
006345-KR,CP0000033780,대원전선우,Daewon Cable Co Ltd Pfd Registered Shs Non-Voting,"Daewon Cable Co., Ltd. engages in the production of power cable and telecommunication cable. Its products include cross linking-polyethylene and underground residential distribution power cables and optical fiber cable. The company was founded on November 29, 1969 and is headquartered in Yesan-gun, South Korea.",KRX,111879
006405-KR,CP0000033781,삼성SDI우,Samsung SDI Co Ltd Pfd  Non-Voting,"Samsung SDI Co., Ltd. engages in the manufacture and sale of secondary cells and plasma display panels. It operates in two business segments: Display segment and Energy segment. The Display segment is engaged in the manufacture of PDPs used in televisions, as well as operation of rental business. The Energy segment is engaged in the manufacture of batteries. The company was founded on January 20, 1970 and is headquartered in Yongin, South Korea.",KRX,37649300
006805-KR,CP0000033782,미래에셋증권우,MIRAE ASSET SECURITIES CO. LTD. Cum Pfd Registered Shs Non-Voting,"Mirae Asset Securities Co., Ltd. engages in the provision of comprehensive asset management and brokerage services. It provides wealth management, investment banking and securities trading services. The company was founded on September 23, 1970 and is headquartered in Seoul, South Korea.",KRX,3961890
339770-KR,CP0000003634,교촌F&B,"Kyochon Food&Beverage Co., Ltd.","동사는 가맹본부로서 가맹점 경영에 필요한 사업 개념을 설계하고 이를 구체화한 매뉴얼 교부 및 교육, 슈퍼바이저 파견 등 가맹점 영업활동 전반에 대한 지도 관리를 실시함. 외식업, 서비스업, 도소매업으로 분류되는 국내 프랜차이즈 업종 중 동사의 주력 사업인 치킨 업종은 외식업에 포함. 치킨 업종은 가맹점수 기준 상위 5개 업종에 포함. 프랜차이즈는 가맹본부 수익 모델에 가맹점 사업자들이 투자하여 성과를 공유하는 거래 방식임.",KRX,292295
003060-KR,CP0000003635,에이프로젠제약,Aprogen pharmaceuticals.Inc.,"동사는 1960년 건풍산업주식회사로 설립되어 의약품 등의 제조, 판매를 주요사업으로 영위하는 회사로 1984년 유가증권시장에 상장됨. 항생제, 순환기제, 소화기제, 동맥경화용제, 항바이러스제 등 약 140개 품목의 의약품을 생산, 판매하고 있음. 동사의 화성공장은 의약품 제조 및 품질관리기준 적합 판정서를 받았으며 항생제, 순환기제, 소화기제, 소염진통제 등 140여 품목의 의약품을 생산, 판매하고 있음.",KRX,255484
078070-KR,CP0000003879,유비쿼스홀딩스,Ubiquoss Holdings Inc.,"2000년 7월 설립되어, 2017년 3월 물적, 인적분할을 실시한 분할존속회사로서 지주회사 전환 후 자회사 관리 등 지주사업을 영위하고 있음. 인적분할 후 유비쿼스는 네트워크 장비 개발을 담당하며 물적분할 후 신설된 유비쿼스인베스트먼트는 금융자산운영, M＆A 부문 등을 담당함. 브랜드 및 상표권 등 지적재산권의 관리 및 라이센스업, 자회사 등에 대한 자금지원 및 자금조달사업 등을 수행함.",KRX,263381
000140-KR,CP0000003880,하이트진로홀딩스,"HITEJINRO HOLDINGS CO., LTD","동사는 1933년 8월 9일 설립되었으며 2008년 7월 1일을 기준으로 지주회사체제로 전환하여 2008년 7월 30일 한국거래소에 변경 상장됨. 동사 사업부문은 지주회사, 맥주, 소주, 기타의 영업부문으로 구성되어 있음. 맥주상표, 소주병, 맥주병, 기타 유리컵 등의 제품·상품을 직접 생산 또는 매입하여 하이트진로 주식회사의 각 공장과 해당 지점, 기타 거래처로 납품함.",KRX,248930
293940-KR,CP0000003881,신한알파리츠,"Shinhan Alpha REIT Co., Ltd.","Shinhan Alpha REIT Co., Ltd. operates as real estate indirect investment organization that collects funds from a number of investors, invests, and manages real estate and securities related to real estate. Its main business include in the acquisition, management, improvement, and sale of real estate properties. The company was founded on December 18, 2017 and is headquartered in Seoul, South Korea.",KRX,350
205470-KR,CP0000003885,휴마시스,"HUMASIS Co., Ltd.","동사는 2000년 설립된 체외진단 의료기기 생산기업으로, 2017년 하이제2호기업인수목적주식회사와 합병을 통해 코스닥시장에 상장함. 주력 제품으로 산부인과/심혈관/감염성/암 질환 등에 사용되는 POCT 자동면역분석장비 'HUBI-QUEN'을 보유하고 있으며, 면역 분석시약, POCT 면역정량분석기기, 신규마커 개발도 진행중임. 당기 기준 베트남 소재의 HUMASIS VINA를 설립하고 연결대상 종속회사로 편입시킴.",KRX,712947
017390-KR,CP0000003646,서울도시가스,"SEOUL CITY GAS CO., LTD.","동사와 연결대상 회사 주요 사업은 도시가스 공급, 해외자원 개발, 부동산 임대로 분류됨. 도시가스 공급업이 매출의 99% 이상을 차지하는 주요 사업임. 서울 강서구 등 11개구(서울 전역의 38%), 경기도 3개시(고양시, 김포시, 파주시) 등이 동사 도시가스 공급 권역임. 농업회사법인 굿가든, 지알엠, 지알이에스 등 21개사를 연결대상 종속회사로 보유하고 있음.",KRX,924104
001530-KR,CP0000003698,DI동일,DI DONG-IL Corporation,"동사와 연결대상 종속회사는 섬유소재, 의류, 알루미늄, 플랜트 및 환경, 가구도소매, 화장품 등의 사업을 영위함. 의류 제조 및 판매사 디아이플로, 알루미늄 기업 동일알루미늄, 가구 도소매 업체 디아이비즈 등이 연결대상 종속회사임. 베트남과 이집트 등에도 연결대상 종속회사를 보유하고 있으며 국내 시화, 반월, 안산 등에 생산시설을 운영함. 일신방직, 경방, 전방 등이 섬유 부문 주요 경쟁사임.",KRX,319931
347860-KR,CP0000003700,알체라,Alchera Inc.,"동사는 영상인식 사업 중 얼굴인식 AI, 이상상황 감지 AI, AI 학습 데이터 제작 사업을 주 사업으로 영위하고 있음. 안면인식 기반의 결제 시스템 구축, 모바일 뱅킹, 신분증 확인 등에 적용되며, 출입국 및 공공기관의 출입 등 보안과 관제 영역까지 관리할 수 있는 On Premise와 SaaS 모델을 제공하고 있음. 원격 의료 및 임상시험 등에 사용되는 Digital Healthcare 솔루션도 공급하고 있음.",KRX,200195
086890-KR,CP0000003686,이수앱지스,"ISU Abxis Co., Ltd.","2001년 설립된 동사는 바이오의약품의 연구개발을 주요사업으로 영위하고 있는 이수그룹 계열회사임. 혈전형성을 억제하는 항체치료제인 클로티냅, 유전성 희귀질환인 고셔병과 파브리병을 치료하기 위한 효소치료제인 애브서틴과 파바갈을 개발하여 판매 중임. 현재 후속 제품 4개가 진행 중에 있음. 바이오의약품 개발 사업 외에 세계의 희귀의약품을 국내도입과 판매 사업을 진행하고 있으며 2018년부터 윌슨병 치료제 트리엔탑을 판매 중임.",KRX,265793
060980-KR,CP0000003713,한라홀딩스,Halla Holdings Corporation,"2014년 9월 동사와 만도로 인적분할하여 지주회사로 전환하고, 2015년 7월 종속회사인 한라마이스터를 흡수합병하여 사업지주회사로 전환하였음. 자회사로부터 받는 배당수익, Halla(한라) 및 Mando(만도) 브랜드 권리에 대한 상표권 사용수익을 수취하며, 그룹 IT 센터의 제품 판매와 자동차 부품 판매, 유통사업을 영위함. 2015년 계열회사인 한라로부터 그룹IT센터를 영업 양수하고, 2016년 한라아이앤씨를 흡수합병함.",KRX,380597
